Date / Time,City,State,Shape,Duration,Summary,Posted
5/9/20 22:35,Vancouver,WA,Other,~20-30 seconds,Craft moving silently across a cloudless night sky. Appeared almost like distortion in the sky.,6/25/20
5/8/20 13:27,Colbert,WA,Circle,15 seconds,UFO paces aircraft.,6/25/20
5/6/20 22:00,Anacortes,WA,Cigar,5 minutes,The best description i can give is that it looked very much like a transluescent glowing worm. It had slight segments with lights in be,8/20/20
5/4/20 21:30,Zillah,WA,Light,~15+ minutes,"Line of lights flying in orbit west to east equidistant over Yakima valley, Washington. (Zillah, WA)",6/25/20
5/4/20 21:15,Cheney,WA,Light,3-5 minutes,I looked up and pointed out some satellite looking objects moving in one direction. ((Starlink satellites?))at,6/25/20
5/4/20 14:00,Colbert,WA,Cigar,30 seconds,Small black ufo paces commercial flight.,5/7/20
5/3/20 23:30,Vancouver,WA,Cylinder,30 minutes +,Drones in Vancouver?,6/25/20
5/3/20 03:05,Spokane,WA,Circle,10 seconds,The object was seen flying from a westerly direction to the southeast. A very bright strobe light came on then off for short burst thre,6/25/20
5/2/20 03:15,Spokane,WA,Light,continuing,Recently we have been observing what looks like flying stars in the sky above our home. ((Starlink satellites?)),6/25/20
5/1/20 21:24,Quincy,WA,Light,1 minute,The two of us were out after dark talking when he noted a bright orange light coming toward us just above the horizon from the SE. It,6/25/20
5/1/20 04:15,Seattle,WA,Light,20 minutes,Weird lights high up in the sky flying in a straight line formation. ((Starlink satellites?)),6/25/20
5/1/20 01:00,Bremerton,WA,Disk,20 seconds,VLF radio waves forms fast moving circular disk clouds.,6/25/20
4/30/20 22:43,Edgewood,WA,Unknown,15-20 seconds,"Location of sighting: Edgewood, WA Date: Thursday April 30th Time: 10:43 PM Weather conditions: clear and other stars visible On Thurs",6/25/20
4/30/20 21:30,Redmond,WA,Light,20 minutes,long string of moving lights. ((Starlink satellites?)),6/25/20
4/30/20 17:00,Vancouver,WA,Circle,5 minutes,"Saw 'white orb swarm' of 10-20 during the day, near Columbia River in Vancouver, WA on 4/30/20.",6/25/20
4/29/20 16:00,Tacoma,WA,Diamond,1 hour,See a whole fleet of UFO's all flying in a straight line. ((Starlink satellites?)),6/25/20
4/27/20 23:30,Kent,WA,Circle,3-5 minutes,"Walked out side looking up at the night sky and thought to myself, wow there’s a lot of stars tonight. Well then I realized that one of",6/25/20
4/27/20 23:30,Maple Falls,WA,Unknown,15 minutes,Last night we were outside and saw an object moving across the sky. ((Starlink satellites?))o,6/25/20
4/27/20 22:40,Raymond,WA,Other,15-20 minutes,"24 lights from one spot in the sky, heading W S and E. ((Starlink satellites?))",6/25/20
4/27/20 08:45,Eatonville,WA,Light,15 seconds,Huge flash of light beamed out of sky into my woods. Noticed it from inside my cabin. Ran outside and the light did not appear to have,6/25/20
4/25/20 22:30,Lake Stevens,WA,Other,30 seconds,translucent white massive creature flying above lake stevens.,6/25/20
4/25/20 20:27,Maple Valley,WA,Cylinder,6 minutes,Cylindrical Object with Flashing White Light is Stationary and then Quickly Disappears.,6/25/20
4/25/20 02:25,Mountlake Terrace,WA,,,MADAR Node 100,6/25/20
4/23/20 22:00,Plain,WA,Formation,2 minutes,A uniform line of lights appeared from out of the stars facing southeast then unatturally vanished. ((Spacelink satellites?)),6/25/20
4/23/20 22:00,Ferndale,WA,Light,5 sec,Multiple fast traveling lights at a short distance very bright,6/25/20
4/22/20 03:45,Newport,WA,Unknown,5 seconds,Zig zag light in the sky.,6/25/20
4/22/20 01:00,Hoodsport,WA,Circle,4 hours,"Travel SE to NE, and back, at least 8 times.",6/25/20
4/20/20 22:00,Oak Harbor,WA,Circle,3 hours,Orange Glowing Circle Hovering and Making Abrupt Course Changes in Western Washington.,6/25/20
4/20/20 08:45,Sequim,WA,Light,15 seconds,Bright light was seen east of Venus. Light was brighter then Venus. Headed north and slowly disappeared. Light vanished,6/25/20
4/19/20 21:05,King County,WA,Light,20,We witnessed what appeared to be lights traveling evenly spaced. ((Starlink satellites?)),6/25/20
4/19/20 21:00,Seattle,WA,Unknown,5 minutes possibly longer,"Single file about an inch apart looking with naked eye from ground, ((Starlink satellites?))",6/25/20
4/19/20 14:40,Edmonds,WA,,,MADAR Node 61,6/25/20
4/19/20 01:45,Newman Lake,WA,Light,10 minutes,"Wide band of subdued light, white object and light on fence post.",6/25/20
4/18/20 21:00,Goldendale,WA,Light,15 minutes,we spotted a long line of lights moving from the west to the east across the evening sky. ((Starlink satellites?)),6/25/20
4/18/20 20:40,College Place,WA,Light,30 minutes,String of stars evenly spaced out for 30 min. ((Starlink satellites?)),6/25/20
4/18/20 20:35,Colville,WA,Sphere,10 minutes,"High altitude string of spherical objects, traveling single file and spaced about 10 seconds apart. ((Starlink satellites?))",6/25/20
4/17/20 22:35,Seattle,WA,Circle,30,A few nights ago I noticed when I went out on my deck a very bright light which resembled a star from the N side. ((Venus??)),6/25/20
4/17/20 21:45,Yelm,WA,Light,10 minutes,Long string of lights. ((Starlink satellites?)),6/25/20
4/17/20 21:30,Mead,WA,Unknown,15 minutes,30 satellite like objects flew over house in under 15 minutes. ((Starlink satellites?)),6/25/20
4/17/20 21:30,Kennewick,WA,Oval,10 minutes,Hey did you guys hear about strange white lights moving in formation? ((Starlink satellites?)),6/25/20
4/17/20 21:30,Tumwater,WA,Formation,15-20 minutes,A line of Oval/ Pill shaped UFO’s Heading North East from South ((Starlink satellites?)),6/25/20
4/17/20 21:00,North Bend,WA,Unknown,1 hour,60 ufos in a convoy. ((Starlink satellites?)),6/25/20
4/17/20 20:00,Washougal,WA,Light,30-45 minutes,"When we thought we saw the space station fly by, subsequently 25 plus lights flew by all train. ((Starlink satellites))",5/15/20
4/17/20 12:04,Walla Walla,WA,,,MADAR Node 130,6/25/20
4/17/20 11:00,Gig Harbor,WA,Other,10 minutes,"High Altitude balloon at 50,000 feet MSL. ((NUFORC Note: Possibly a high-altitude, helium-filled research balloon?? PD))",6/25/20
4/16/20 21:15,Snohomish,WA,Formation,15 minutes,We saw at least 30 single lights on the same flight path over Snohomish moving north. ((Starlink satellites?)),6/25/20
4/16/20 21:00,Wapato,WA,Light,15 minutes,50+ Wapato string of lights. ((Starlink satellites?)),6/25/20
4/16/20 21:00,Washougal,WA,Circle,10 minutes,50 lighted objects evenly spaced moving through sky over Washougal WA ((Starlink satellites)),5/15/20
4/16/20 09:00,Chattaroy,WA,Other,1 hour,((NUFORC Note: No information provided by source of report. PD)),5/15/20
4/16/20 05:00,Union,WA,,10 minutes,Approximately 30 solid lights that appeared to be stars crossed the sky. ((Starlink satellites?)),6/25/20
4/14/20 05:00,Vancouver,WA,Formation,,There were 10 bright white lights evenly spaced apart moving slowly across sky. There was no sound. ((Starlink satellites?)),6/25/20
4/14/20 05:00,Vancouver,WA,Formation,,There were 10 bright white lights evenly spaced apart moving slowly across sky. There was no sound. ((Starlink satellites)),5/15/20
4/13/20 19:15,Tumwater,WA,Light,2 minutes,Illuminated Multicolored light formation with a vague white background,6/25/20
4/13/20 13:00,Burien,WA,Other,60 seconds,Looked out my deck toward shorewood beach and saw a black shaped boomerang come out of water with a man in a suit of some kind hovering,6/25/20
4/13/20 03:31,SeaTac,WA,Light,10 minutes,Bright lights moving in a clockwise manner were observed at 3:30am,6/25/20
4/12/20 05:30,Graham,WA,Other,5-6 minutes,Taking dog outside. Looked up and saw a long line of single almost evenly spaced bright white lights moving across the sky. No sound. N,6/25/20
4/12/20 05:20,Ferndale,WA,Light,15 minutes,Line of lights (like satellites but many!) ((Starlink satellites?)),6/25/20
4/12/20 05:15,Longview,WA,Unknown,30 minutes,Long period of flashing lights traveling in a signle file line formation. ((Starlink satellites?)),6/25/20
4/11/20 21:30,Kennewick,WA,Circle,5 seconds,Two objects chasing each other around night sky,5/7/20
4/11/20 21:20,Vancouver,WA,Unknown,multiple days,"Strange light above washington that doesn't move at all, ((NUFORC Note: Venus?? PD))",6/25/20
4/10/20 06:05,Stanwood,WA,Light,9 mins,20 plus dots of light moving rapidly south In the early morning before dawn sky. ((Starlink satellites)),5/7/20
4/10/20 05:45,Seattle,WA,Circle,2 minutes,"It was a clear early morning. Saw Jupiter, Mars and Saturn in the South East. ((Starlink satellites))",5/7/20
4/10/20 05:30,Arlington,WA,Light,20 minutes,14 bright lights flying in trail. ((Starlink satellites)),5/7/20
4/9/20 21:00,Davenport,WA,Circle,.30,Bright target shaped object over “lake Rosevelt”,6/25/20
4/9/20 20:00,Seattle Queene Anne,WA,Sphere,30 minutes,"It was very bright, like a UFO, and flashing, and definitely bigger than a star. We noticed some red flashes around the white glowing l",5/7/20
4/9/20 15:40,Anacortes,WA,Cylinder,15 seconds,Today I was laying flat on my back in my backyard practicing some breathing exercises and watching the thin wispy clouds blow with the,6/25/20
4/8/20 17:08,Des Moines,WA,Oval,1 minute,Large silver oval object over Redondo Beach area Seattle Washington,4/9/20
4/8/20,Bothell,WA,Sphere,20 minutes,There's a pulsating sphere in the Westen sky. Appears to slowly move North. Got video on two camera. ((NUFORC Note: Venus?? PD)),4/9/20
4/7/20 21:00,Snohomish,WA,Formation,15 minutes,At least 35 single lights on the same staggered flight path over WA state (not a satellite link) ((Starlink satellites?)),6/25/20
4/7/20 21:00,Edmonds,WA,Circle,2 minutes,they looked like tiny moving stars ((Starlink satellites?)),6/25/20
4/7/20 18:00,Bellingham,WA,Light,20min,Very bright blight.,5/7/20
4/6/20 22:15,Seattle,WA,Light,20 minutes,"It was a clear night sky, when we noticed a line of star like lights, equally spaced with each other. ((""Starlink"" satellites??))",4/9/20
4/5/20 00:20,North Seattle,WA,Light,1:30,"Green, red and flashing white light like an airplane but brighter hovering over North Seattle like a drone at first then suddenly flew",4/9/20
4/2/20 20:00,Spokane,WA,Light,30 seconds,2 orange lights in the sky moving in weird ways.,6/25/20
4/2/20 17:30,Vancouver,WA,Cylinder,30-60 seconds,Black cylinder shaped object hovering in sky,4/9/20
3/31/20 21:00,Bellevue,WA,Flash,3 seconds,I was driving down I-90 Westbound at 21:00 hrs. I saw 3 incredibly intense white flashes in the sky moving in a Southeasterly directio,4/9/20
3/31/20 15:51,Edmonds,WA,,,MADAR Node 61,6/25/20
3/31/20 05:40,Edmonds,WA,Formation,6-7 minutes,5:40 in the morning. It was partly cloudy. I looked up and saw a light moving slowly from W to E. ((Starlink satellites)),6/25/20
3/27/20 18:00,Roslyn,WA,Circle,20 minutes,They came from Orion's Belt were pinholes in the sk and some zigzaging but were not appearing at the same time ((Starlink satellites)),5/21/20
3/26/20 20:30,Wilbur,WA,Other,10,A string of lights in the sky moving in the same direction at about the same distance apart. ((Starlink satellites)),5/7/20
3/25/20 09:10,Raymond,WA,Light,20-30 minutes,Moving from the southwest sky to the east. More than 40 jets(?) over about half an hour spaced fairly evenly ((Starlink satellites)),5/21/20
3/24/20 17:25,Everett,WA,Flash,1 minute,"I glanced out my window and saw a light moving fast across the sky there were no sounds of planes or any other aircraft, also it was mo",4/9/20
3/22/20 21:00,Wenatchee,WA,Light,2.5 hours,"UFO in Wenatchee, Washington. Multiple videos including myself for evidence. ((NUFORC Note: Possibly Venus?? PD))",5/21/20
3/21/20 20:21,Cle Elum,WA,Circle,2-3 minutes,Round grey object flying over camp fire in the night sky,6/25/20
3/21/20 20:00,Battleground,WA,Light,1:30-2 minutes,Appeared from west. Bright light floating with no sound. Headed east. I can see it hoavering wavering left to right. I watched it for a,5/21/20
3/21/20 18:30,Port Townsend,WA,Unknown,5 minutes,Hovering over Discovery Bay Port Townsend. Bright light moved upward in the clear blue Sky and then disappeared. No dot in the sky whe,5/21/20
3/20/20 22:00,Loon Lake,WA,Rectangle,1.5 hours,"A triangular shaped craft, or at least a triangle in 5 lights appeared moving from west to east. the lights were white. I noted no flas",5/21/20
3/19/20 20:30,Poulsbo,WA,Other,3 seconds,"Indianola WA bright white streak across the sky March 19, 2020",6/25/20
3/19/20 03:41,Edmonds,WA,,,MADAR Node 61,5/7/20
3/18/20 22:00,Vancouver,WA,Unknown,4 hours,For the last 2 weeks this object has been coning out every night hovering and moving slightly across the sky. ((Venus??)),5/15/20
3/18/20 20:30,Vancouver,WA,Diamond,15 minutes,"We saw 2 diamond shaped, low flying, stationary, soundless, bright white lights driving North on I5 from Vancouver.",4/9/20
3/18/20 05:30,Richland,WA,Light,10 minutes,Lights in formation traveling rapidly across the sky. ((Starlink satellites)),5/21/20
3/17/20 22:00,Spokane,WA,Other,3 minutes,There was extreamly bright lights or a extramly bright light on craft.,4/9/20
3/17/20 20:40,Lynden,WA,Light,15 minutes,While sitting in hot tub we observed 35 lights moving from W to SE. ((Starlink satellites)),5/15/20
3/17/20 20:30,Snohomish,WA,Light,15 minutes,"At least 45 single lights on the same flight path over WA state. ((""Starlink"" satellites??))",4/9/20
3/16/20 14:13,Mountlake Terrace,WA,,,MADAR Node 100,5/7/20
3/16/20 06:00,Bellingham,WA,Unknown,30 minutes,Flying objects flying east of Bellingham WA at 6AM this morning.I thought they was satellite's but there was to many flying objects goi,4/9/20
3/15/20 21:00,Port Townsend,WA,Light,10 minutes,"Long line of lights all equal distance apart. Travelled in easterly direction. White lights, no blinking, no sound. A jet appeare",4/9/20
3/12/20 22:00,Federal Way,WA,Diamond,Ongoing,Appears to be circular or almost diamond-shaped while looking through binoculars and very bright white light. it has no navigational li,5/7/20
3/12/20 09:30,Kennewick,WA,Other,~6 minutes,We saw on Wed March 11 at 9:45 pm in Kennewick a group of red lights heading E in the sky.. at first we thought that's weird planes.,5/7/20
3/11/20 22:16,Olympia,WA,Circle,10-15 minutes,Brilliant bright light to to the west of my house just above the horizon moving erratically.,5/7/20
3/9/20 06:40,Issaquah,WA,Light,2.5 minutes,Slow moving white light going over.my building,5/21/20
3/7/20 15:36,Whidbey Island,WA,,,MADAR Node 58,4/9/20
3/7/20 11:22,Edmonds,WA,,,MADAR Node 61,4/9/20
3/6/20 15:00,Port Angeles,WA,Teardrop,<5 seconds,Several black objects like a string of beads disappeared .,5/1/20
3/5/20 04:45,Pasco,WA,Light,25 minutes,"Straight line of lights about 1/4 mile apart each. ((""Starlink"" satellites??))",4/9/20
3/4/20 19:17,La Center,WA,Teardrop,5 seconds,"Teardrop like shape traveling east coming from the West. Object was moving fast and low, approximately 100 to 200 feet off the ground.",4/9/20
3/4/20 06:22,Bonney Lake,WA,Light,2 minutes,"10-14 lights moving ESE in a straight line, evenly space. ((""Starlink"" satellites??))",4/9/20
3/2/20 11:45,Othello,WA,Other,10 minutes,"I was pruning my orchard, when a fighter jet kept banking seeming to chase a reflective object in the sky. The pilot appeared to keep b",4/9/20
2/26/20 03:42,Mountlake Terrace,WA,,,MADAR Node 100,4/9/20
2/25/20 23:48,Mountlake Terrace,WA,,,MADAR Node 100,4/9/20
2/23/20 21:00,Centralia,WA,Light,5-15 minutes,Big orange light in the night sky.,5/1/20
2/22/20 16:26,Mountlake Terrace,WA,,,MADAR Node 100,4/9/20
2/22/20 04:50,Rochester,WA,Light,15 minutes,"25+ lights in a direct line appeared at intervals and traveled north east. ((""Starlink"" satellites??))",2/25/20
2/21/20 23:50,Snohomish,WA,Disk,~3 minutes (multiple),I saw white lights hovering and moving around at least 8 times today. Looking at them with a naked eye they just looked like white ligh,2/25/20
2/21/20 07:05,La Center,WA,Cigar,5 minutes,It was white from the sun reflecting off it. It had a trail like a jet but the trail was disappearing which left it a very short tail f,2/25/20
2/21/20 05:00,Maple Valley,WA,Light,5-10 minutes,"Star like lights descending in a pattern in the clear night sky. ((""Starlink"" satellites??))",2/25/20
